employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
73265,1,1,2,1,0,1,40,1,11,0,0,53,0
62530,3,32,1,1,0,2,32,3,3,0,0,70,0
52716,1,2,1,0,1,2,29,3,2,0,0,48,0
12930,6,2,1,0,0,1,39,4,11,0,0,59,0
70371,5,13,1,1,1,1,32,3,7,0,0,80,0
32774,2,2,2,1,0,2,57,4,7,1,0,58,0
78119,3,11,1,0,0,1,36,3,4,1,0,72,0
50338,1,2,1,1,0,1,34,1,5,0,0,46,0
64630,7,22,2,0,0,1,33,5,7,1,0,50,0
1830,4,2,2,1,1,1,39,2,4,1,0,81,0
60743,6,15,1,0,1,2,32,4,8,0,0,59,0
77734,4,2,1,1,2,1,31,3,6,0,0,77,0
51440,1,22,1,1,0,1,31,1,7,1,0,52,0
58579,3,22,1,0,0,1,25,3,3,0,0,68,0
38123,1,4,1,0,1,1,43,5,4,1,0,50,0
57033,2,2,1,1,1,1,25,0,1,0,0,65,0
42513,3,2,2,0,0,1,50,1,16,0,0,68,0
29146,2,22,2,1,0,3,32,3,4,1,0,64,1
72935,6,32,1,1,1,1,28,3,2,0,0,59,0
16889,1,17,1,1,0,1,32,1,5,0,0,51,0
6181,1,16,1,1,1,1,34,5,5,0,0,49,0
9025,2,16,1,1,0,1,30,5,4,0,0,55,0
65024,2,7,2,0,1,1,33,5,6,0,0,74,1
61874,3,7,2,1,1,2,46,4,19,1,0,70,0
30900,1,12,1,1,1,1,35,4,10,1,0,50,1
44381,2,7,1,1,0,1,33,5,8,1,0,59,1
805,2,22,1,1,1,1,30,4,4,0,0,59,0
10468,3,7,1,1,1,2,33,5,4,1,0,71,0
54127,1,13,1,1,0,1,28,4,5,0,0,52,0
63027,4,24,2,1,0,1,38,3,8,0,0,84,0
26944,1,2,1,0,1,1,34,2,7,1,0,49,1
6788,1,2,0,0,0,2,40,0,1,1,0,51,0
51318,3,31,1,0,1,2,30,3,5,0,0,73,0
30551,2,12,1,0,1,1,29,2,7,0,0,60,0
74141,9,26,1,1,1,1,30,3,3,0,0,83,0
16399,1,31,1,1,1,1,38,4,10,0,0,50,0
10389,2,7,1,1,0,3,40,3,11,0,0,60,0
15369,5,22,0,0,0,1,29,4,5,0,0,86,0
41337,7,2,2,0,1,1,53,4,25,0,0,47,0
633,1,17,1,0,1,1,26,3,2,0,0,49,0
30155,5,32,1,1,0,2,28,0,1,0,0,82,0
59337,5,22,2,1,1,1,26,0,1,1,0,84,0
3968,3,10,1,1,0,1,28,3,4,0,0,65,0
1709,7,7,1,0,1,1,30,3,3,0,0,51,0
1588,2,15,2,1,0,1,59,4,4,1,0,56,0
573,9,22,1,0,0,1,29,0,1,1,0,86,0
24750,4,14,1,1,1,1,31,3,4,0,0,83,0
9098,3,7,1,0,0,1,26,3,2,0,0,69,0
41768,2,19,2,0,1,1,37,3,10,0,0,62,0
43660,2,8,1,0,1,1,25,3,1,0,0,62,0
8027,4,31,1,1,0,1,27,2,3,1,0,78,0
15774,2,2,2,1,1,1,39,4,10,0,0,60,0
4857,5,28,1,1,0,1,36,5,3,1,0,91,1
58988,3,23,2,1,0,2,35,5,6,1,0,91,1
54550,4,8,1,0,0,1,28,0,1,0,0,81,0
31552,1,21,1,1,0,1,30,0,1,1,0,50,0
76968,3,22,2,1,1,1,37,5,9,1,0,75,0
73203,4,28,2,1,1,2,35,1,9,0,0,80,0
60095,1,28,2,0,0,1,30,1,5,0,0,54,0
6731,9,29,1,1,1,1,30,5,1,0,0,96,1
39725,4,2,1,1,0,1,45,4,3,0,0,83,0
70021,3,23,2,1,0,1,36,3,7,1,0,71,0
22958,1,11,1,1,1,1,37,3,4,0,0,50,0
21955,3,2,1,0,1,2,39,3,4,0,0,73,0
72984,2,19,1,1,0,1,37,5,6,0,0,59,0
63667,3,26,1,1,0,1,28,0,1,0,0,82,1
4147,3,22,2,1,1,1,40,3,12,0,0,70,0
28714,1,3,1,1,0,1,30,5,3,1,0,52,0
51959,2,31,2,1,0,1,36,4,7,0,0,56,0
68716,1,15,1,0,0,1,27,2,4,0,0,57,0
30802,2,11,1,0,0,1,29,1,4,0,0,57,0
34542,4,2,1,0,1,7,31,3,5,1,0,82,0
32970,3,22,2,1,0,1,36,4,7,1,0,67,0
10936,2,12,1,1,0,1,30,4,4,0,0,57,0
20326,5,28,2,1,0,2,32,3,6,1,0,86,0
38445,1,15,1,1,1,1,29,5,2,0,0,50,0
18621,1,2,1,0,0,1,29,0,1,0,0,45,0
10345,1,22,2,1,0,2,38,1,8,0,0,47,0
25834,3,2,2,0,0,1,51,3,15,0,0,71,0
333,6,22,2,1,0,1,32,3,8,0,0,58,0
28850,4,14,2,0,1,1,36,3,5,1,0,83,0
61888,2,15,1,1,1,2,30,5,5,1,0,57,0
30928,6,26,1,0,1,1,26,3,5,0,0,56,0
21230,9,7,1,1,1,2,32,5,3,1,0,83,1
22445,1,30,1,1,0,2,26,3,3,0,0,50,0
57206,5,28,1,1,1,1,30,4,2,0,0,83,0
57587,1,6,1,0,0,1,28,1,2,0,0,50,0
29950,1,26,1,1,1,1,40,3,18,1,0,55,1
1825,8,2,1,1,0,1,33,1,6,0,0,66,0
5272,2,2,0,0,1,1,24,0,1,0,0,73,1
49389,8,27,0,1,0,1,27,0,1,1,0,59,0
66875,2,29,1,1,1,1,30,4,2,1,0,61,0
51071,1,4,2,0,1,1,37,3,9,0,0,44,0
62499,2,2,0,0,0,1,33,3,9,0,0,58,0
4566,5,2,1,1,0,2,31,3,2,0,0,84,0
77674,1,31,1,1,1,1,43,3,3,0,0,48,0
70679,1,2,2,0,0,1,39,1,10,1,0,52,1
20516,1,2,0,1,0,1,24,3,2,1,1,81,1
45145,3,4,2,1,0,1,41,2,12,0,0,71,0
45721,9,4,2,1,0,1,35,5,4,1,0,85,0
52241,1,7,1,1,1,1,24,0,1,0,0,49,0
23337,1,1,2,1,1,3,33,2,7,0,0,53,0
8386,1,17,2,1,0,1,35,3,3,0,0,47,0
70491,1,15,1,1,1,1,30,2,8,1,1,50,0
23241,3,15,1,1,0,1,29,3,2,0,0,68,0
54003,1,6,1,1,0,1,28,5,2,1,0,50,0
24843,2,2,2,0,0,1,48,5,15,1,0,61,0
35222,4,2,1,1,0,1,31,3,3,0,0,79,0
47183,1,1,1,1,0,1,26,1,3,1,0,50,0
22660,1,27,0,1,1,2,24,0,1,0,0,47,0
11943,4,27,1,0,2,1,30,0,1,1,0,76,0
57744,2,8,2,0,1,1,38,3,2,1,0,61,0
29142,1,31,0,1,1,1,27,5,3,1,0,49,0
15620,4,2,2,0,0,1,49,1,24,0,0,77,0
44301,4,11,1,0,0,1,32,0,1,0,0,80,0
24875,2,34,1,1,0,1,26,0,1,0,0,65,0
61614,1,2,1,0,0,1,35,5,7,0,0,48,0
73393,6,2,1,0,0,2,46,3,3,0,0,59,0
27459,3,22,2,1,0,1,34,2,6,0,0,69,0
27533,6,22,1,0,1,2,30,1,3,1,0,59,0
47584,3,2,0,0,1,1,53,1,11,0,0,67,0
75636,1,4,2,1,1,1,49,3,17,0,0,48,0
18390,3,27,2,0,0,1,35,3,5,0,0,68,0
69146,9,22,2,1,0,1,34,4,4,0,0,83,0
10122,1,30,1,1,0,7,26,2,5,0,0,46,0
20927,1,1,1,1,1,2,29,0,1,0,0,47,0
60018,2,7,2,0,0,1,37,3,4,0,0,58,0
68791,5,27,1,1,0,2,25,4,2,0,0,80,0
25354,1,2,1,1,0,1,47,4,16,1,0,48,1
3491,5,12,1,1,1,1,28,2,5,0,0,85,0
74687,1,14,1,1,0,1,32,5,10,1,0,48,0
50049,3,19,1,1,0,1,34,3,4,0,0,71,0
30088,2,2,0,1,1,1,36,4,3,0,0,59,0
45140,8,22,1,1,0,1,32,2,6,0,0,59,0
35436,3,24,2,1,1,2,32,2,5,0,0,72,0
72109,1,8,1,1,0,1,29,4,3,0,0,52,0
24397,2,22,1,1,0,1,32,4,4,1,1,57,1
44154,1,22,1,1,0,5,27,3,2,0,0,52,0
60571,1,13,1,1,0,1,34,5,4,1,0,51,0
59722,1,16,2,0,0,1,36,3,8,0,0,48,0
27505,2,8,1,1,1,1,26,5,2,1,0,59,0
9072,1,14,2,1,0,1,33,4,3,1,0,94,1
14939,1,27,2,1,0,1,47,1,3,0,0,45,0
13888,1,11,1,1,0,1,42,3,2,0,0,48,0
44589,1,26,2,1,0,1,38,1,8,0,0,54,0
15024,4,32,1,0,1,4,32,5,8,0,0,93,1
57609,3,17,1,0,0,1,44,3,16,0,0,70,0
8470,1,22,2,1,0,1,33,4,5,1,0,46,0
47152,1,26,1,1,1,2,27,3,3,0,0,55,0
43153,4,2,2,1,0,2,50,5,14,0,0,85,0
4464,3,31,1,0,0,2,29,3,4,0,0,71,0
17190,3,34,1,1,0,1,29,5,4,0,0,84,1
109,4,27,0,1,1,2,28,3,2,0,0,79,0
48753,5,2,1,1,0,1,44,5,7,1,0,84,0
17602,2,8,1,0,0,1,32,4,2,1,0,61,0
71562,5,28,2,1,1,2,30,3,6,0,0,83,0
70593,2,21,1,1,0,1,37,5,4,1,0,59,0
4445,2,22,1,0,1,1,37,3,5,1,0,59,0
47038,1,14,1,1,1,1,32,1,4,0,0,52,0
31070,3,23,1,1,1,1,36,3,2,0,0,66,0
33000,3,2,1,0,0,2,34,3,4,1,0,62,0
20974,6,8,1,0,0,1,30,3,3,0,0,65,0
64764,4,2,1,1,1,1,26,0,1,1,1,81,1
38060,1,29,2,1,1,1,31,1,2,0,0,51,0
40172,4,2,1,1,2,1,41,5,7,0,0,83,0
36808,2,2,2,1,1,1,33,2,7,0,0,57,0
9763,2,20,1,1,0,1,25,4,3,0,0,58,0
76038,2,7,1,0,1,1,39,3,6,1,0,58,0
71813,3,12,1,0,1,1,31,3,6,0,0,70,0
42426,4,2,2,0,1,1,56,2,16,0,0,79,0
61602,1,14,1,1,0,1,30,1,3,0,0,50,0
48737,2,4,1,1,0,2,29,5,5,1,0,63,1
65518,1,9,2,1,1,1,31,4,3,0,0,50,0
70606,9,31,2,1,1,2,28,4,2,0,0,82,0
7717,5,20,1,1,0,2,30,2,3,0,0,82,0
68386,5,11,1,1,1,1,30,1,2,0,0,84,0
51891,3,7,1,0,0,1,29,4,6,1,0,65,0
36931,2,19,1,0,0,1,31,3,3,1,0,60,0
60567,5,25,1,1,0,1,30,3,6,1,0,84,1
22820,3,2,1,1,1,1,26,0,1,0,0,72,0
11028,2,16,1,1,1,1,44,5,4,1,0,60,0
6425,3,24,2,0,0,1,31,1,6,0,0,70,0
13047,4,33,1,0,0,1,35,4,3,0,0,77,0
63491,3,23,2,1,0,1,41,3,3,0,0,73,0
44748,1,25,1,1,0,1,33,5,7,1,0,47,0
32186,4,31,1,1,1,1,33,5,4,1,0,81,0
55275,2,2,0,1,1,1,26,5,3,0,0,60,0
48682,1,13,1,1,1,1,47,4,19,0,0,48,0
74930,1,11,1,1,1,1,28,5,5,1,0,51,0
45051,1,13,1,1,0,1,32,1,5,0,0,52,0
24675,1,24,1,1,0,1,36,3,10,0,0,50,0
28572,3,7,2,0,0,2,39,3,5,0,0,68,0
38163,4,7,1,0,0,1,29,5,2,1,0,81,0
65257,1,2,0,1,1,3,45,3,6,0,0,47,0
14988,2,2,1,1,1,1,48,2,4,0,0,58,0
12936,7,2,1,1,0,2,32,3,5,0,0,49,0
58180,2,2,1,0,0,1,39,2,5,0,0,63,0
20295,2,2,2,1,0,1,53,4,19,1,0,57,0
71073,1,22,1,1,0,1,42,3,4,0,0,53,0
2221,6,2,2,0,0,2,35,5,4,0,0,59,0
47279,5,34,1,1,1,1,30,1,4,0,0,82,0
40019,5,27,0,1,0,1,31,4,6,1,0,86,0
50781,2,8,1,1,0,1,26,5,3,0,0,56,0
64947,1,7,1,1,0,1,35,5,3,1,1,45,1
31258,1,7,1,1,1,1,45,1,5,0,0,52,0
11796,3,27,1,1,1,5,37,3,9,0,0,64,0
69912,2,2,1,0,0,1,42,5,10,1,0,59,0
38974,1,7,2,1,0,1,43,5,14,1,0,50,0
39544,2,11,1,1,0,1,27,5,2,1,0,58,0
5303,1,34,1,1,0,1,26,0,1,1,0,48,0
14189,1,15,2,1,1,1,38,1,10,0,0,50,0
35644,5,9,2,1,0,1,31,4,5,1,0,82,0
23232,2,15,1,0,1,1,30,2,2,0,0,64,0
28851,3,2,0,0,1,1,37,4,11,0,0,70,0
8174,1,16,2,1,0,1,35,1,4,0,0,48,0
72379,2,7,2,0,1,2,38,5,4,1,0,63,0
7814,9,22,1,1,1,3,30,5,2,0,0,85,0
54321,4,7,1,1,1,1,30,0,1,1,0,78,1
17873,1,30,1,1,1,2,28,3,2,0,0,52,0
32272,2,13,2,1,0,1,42,4,7,0,0,59,0
31847,3,22,1,1,1,1,33,2,7,0,0,68,0
11855,1,11,2,1,0,1,39,4,4,0,0,45,0
70961,1,7,0,1,1,1,33,2,7,1,0,49,0
32378,4,13,2,0,0,1,43,4,6,0,0,81,0
45064,2,14,1,0,1,1,30,4,7,0,0,59,0
28533,5,15,2,1,1,1,37,3,3,1,0,85,0
1412,4,31,1,1,0,1,33,4,6,1,1,81,0
15311,1,1,2,1,1,1,38,5,10,0,0,49,0
43786,5,22,1,0,1,2,27,3,3,1,0,85,1
13825,2,22,1,0,1,1,24,5,2,0,0,55,0
36207,2,16,1,0,1,1,35,2,10,0,0,58,0
18293,2,2,2,1,0,2,42,5,2,1,0,57,0
21794,1,28,2,1,0,1,32,3,7,0,0,53,0
11349,1,26,1,1,0,2,25,3,2,0,0,45,0
65504,3,2,2,0,0,1,35,5,6,1,0,67,0
73508,4,2,2,0,1,1,54,3,24,0,0,75,0
68754,1,32,1,1,0,1,33,2,3,0,0,45,0
6099,1,22,0,0,1,1,27,0,1,0,0,48,0
38634,5,31,1,1,0,2,28,3,2,1,0,86,1
38271,7,23,2,0,0,1,36,3,8,0,0,44,0
53405,3,2,2,0,0,3,51,3,7,1,0,72,0
77609,2,11,1,0,1,2,31,3,2,0,0,57,0
22580,1,26,1,1,0,2,25,1,4,0,0,47,0
43497,7,2,2,1,1,1,45,3,3,0,0,51,0
14781,6,7,1,1,1,1,31,3,4,0,0,64,0
14576,7,14,1,1,0,1,39,3,11,0,0,53,0
45407,3,15,1,0,0,1,39,4,5,1,0,73,0
3124,3,26,1,0,0,1,25,2,2,1,0,66,0
70800,2,4,2,0,1,1,37,5,8,1,1,99,1
35493,4,20,1,1,0,1,29,5,3,1,0,80,0
25396,1,6,1,1,0,1,27,1,5,0,0,52,0
5283,2,2,1,1,0,1,27,4,3,0,0,59,0
10067,1,11,1,1,0,1,47,4,6,0,0,51,0
46585,6,2,2,1,1,1,36,4,3,0,0,55,0
3225,2,8,1,1,0,1,35,5,9,1,0,58,0
55264,1,8,1,1,1,1,35,3,8,0,0,51,0
22333,4,2,1,0,1,2,32,3,5,1,0,82,0
63955,1,23,1,1,1,1,26,0,1,0,0,47,0
69334,6,28,2,1,0,1,33,3,3,1,1,60,1
4310,1,10,2,0,1,1,32,2,5,0,0,56,0
45756,3,19,1,1,0,1,41,5,4,1,0,73,0
10377,1,22,0,1,1,1,26,4,2,1,0,53,0
35903,6,13,2,1,1,1,40,5,4,0,0,58,0
50163,2,3,1,0,1,1,31,3,4,0,0,55,0
25255,4,7,1,1,0,1,25,3,2,0,0,78,0
21623,8,2,2,1,0,1,58,3,15,1,0,60,0
701,1,32,1,0,0,1,27,1,4,0,0,53,0
3440,1,27,1,1,0,1,29,5,5,1,0,52,0
68280,1,22,1,1,1,2,33,4,8,0,0,46,0
69785,7,2,1,0,0,1,28,0,1,0,0,43,0
69847,2,26,1,0,0,1,32,4,2,1,0,59,0
49317,6,7,2,0,1,1,36,5,2,1,0,57,0
1159,3,2,2,0,0,1,37,3,3,0,0,72,0
19141,7,32,1,1,0,1,30,5,7,1,0,51,0
14262,4,23,2,1,1,1,43,2,7,0,0,77,0
44397,4,29,2,0,0,1,31,3,5,1,0,81,0
32925,9,31,2,1,0,2,34,4,4,0,0,86,0
54216,2,2,1,1,1,1,45,4,18,1,0,61,0
2732,5,22,2,1,0,2,30,3,6,0,0,80,0
70028,5,15,1,1,1,3,39,3,6,0,0,84,0
15431,4,17,2,1,0,1,34,5,5,1,0,81,0
36487,4,15,2,1,0,1,36,2,8,0,0,86,0
68345,4,26,1,1,1,1,25,4,3,0,0,80,0
11310,1,32,1,1,1,1,28,4,4,0,0,45,0
5366,6,12,1,1,0,1,31,2,5,0,0,60,0
73314,3,2,2,0,0,1,49,5,7,1,0,73,0
11811,4,7,2,0,0,1,39,4,4,1,0,78,1
34277,1,31,1,1,1,1,49,3,19,0,0,50,0
48381,3,22,2,0,1,1,37,3,9,0,0,67,0
5108,4,26,1,0,1,1,38,2,5,1,0,79,0
77379,2,2,1,1,0,1,38,4,10,0,0,59,0
3144,1,22,2,1,1,1,44,1,9,0,0,54,0
69095,4,22,1,1,2,1,30,4,2,1,0,84,0
26952,5,13,2,1,0,1,34,2,6,0,0,86,0
36231,6,2,0,1,1,2,25,0,1,1,0,60,0
34336,2,2,2,0,1,2,34,5,7,0,0,61,0
9431,4,22,2,0,1,1,35,1,4,0,0,81,0
21346,3,17,1,0,0,1,38,2,4,0,0,65,0
49690,3,26,1,0,0,1,40,3,7,0,0,68,0
72435,8,2,1,0,0,1,52,3,4,1,1,55,0
23578,1,7,1,1,1,1,60,2,12,0,0,48,0
41187,1,27,1,1,1,6,27,0,1,0,0,58,0
354,2,22,1,1,0,1,32,2,5,1,0,62,0
58828,7,26,1,1,0,1,28,2,2,1,0,52,1
61780,1,9,1,1,1,1,28,1,3,0,0,52,0
7340,2,2,2,0,1,2,51,5,16,1,0,62,0
41693,1,2,2,1,1,1,33,4,5,0,0,49,0
28187,1,28,2,0,0,1,31,3,1,0,0,47,0
66834,1,28,1,1,0,1,26,2,3,0,0,54,0
60503,1,29,1,1,0,1,30,0,1,1,0,47,0
8698,2,13,1,0,1,1,29,5,2,1,0,60,0
17176,6,6,1,1,1,3,31,4,3,0,0,65,0
29130,2,22,1,1,1,1,43,2,11,0,0,57,0
31275,1,27,1,1,1,1,32,1,6,1,0,47,0
27190,2,7,1,1,1,1,33,3,4,0,0,74,1
31822,1,31,1,1,1,1,30,1,3,0,0,48,0
34642,1,2,0,1,1,1,23,0,1,0,0,44,0
38439,3,2,0,0,1,1,28,3,4,0,0,68,0
43073,7,2,2,0,1,1,43,5,11,1,0,51,0
58428,2,2,1,1,0,1,44,4,15,0,0,55,0
64448,5,22,2,0,0,1,33,3,2,0,0,84,0
15747,1,29,1,1,0,1,31,2,7,0,0,50,0
61038,1,5,2,1,0,1,37,1,10,0,0,48,0
8229,4,7,1,0,0,2,32,3,6,0,0,79,0
70844,4,16,1,0,1,1,37,3,11,0,0,79,0
26756,1,27,2,1,1,1,37,3,5,0,0,49,0
49548,1,25,1,1,0,1,28,0,1,0,0,46,0
7348,2,4,2,1,1,2,35,3,9,0,0,56,0
26805,2,32,1,1,0,1,36,4,3,1,0,74,1
73742,4,7,1,1,1,2,39,3,5,1,0,78,0
58616,2,20,1,0,0,1,30,5,5,0,0,56,0
12976,2,4,1,0,0,1,26,3,5,0,0,60,0
32563,1,22,1,1,0,1,27,3,3,0,0,51,0
52952,5,22,1,1,2,1,32,3,3,1,1,78,1
36491,2,26,1,1,0,1,42,3,12,0,0,55,0
21474,5,20,1,1,1,1,30,0,1,0,0,84,0
33441,9,4,1,1,1,1,35,5,7,0,0,89,0
26205,4,27,1,1,0,1,28,2,2,0,0,79,0
54395,7,2,1,0,1,1,27,5,5,1,0,46,0
645,2,7,2,0,1,1,38,3,9,0,0,62,0
68530,2,9,0,1,1,1,27,3,2,0,0,65,0
48281,2,15,2,1,1,1,43,2,3,0,0,59,0
22848,1,2,2,0,1,1,34,5,9,0,0,49,0
37822,4,2,2,1,0,1,38,3,8,0,0,77,0
41650,2,27,1,0,1,1,25,1,2,0,0,57,0
604,4,26,1,1,0,1,35,1,6,1,0,77,1
3290,1,34,1,1,1,1,29,1,5,0,0,48,0
51109,1,26,1,1,0,1,40,1,6,0,0,55,0
4616,4,27,1,0,1,1,35,1,4,1,0,83,0
16149,5,22,1,1,0,1,34,3,3,0,0,89,1
39486,3,2,1,0,1,1,37,1,2,0,0,64,0
52062,9,11,2,1,1,1,29,3,2,1,0,84,0
15240,4,8,2,1,0,1,39,1,8,0,0,77,0
44620,3,17,1,1,1,1,50,3,8,0,0,71,0
36260,7,22,1,0,1,1,25,5,2,1,0,47,0
495,1,27,1,1,0,1,40,2,10,0,0,49,0
20877,1,4,1,0,0,1,30,3,8,1,0,50,1
46802,3,20,1,0,0,1,33,2,3,1,0,69,1
57617,3,28,1,0,0,1,32,3,3,0,0,70,0
58022,4,22,2,1,1,1,39,2,7,0,0,78,0
38042,2,4,1,1,0,1,52,4,10,0,0,60,0
14067,3,7,1,0,0,1,29,5,4,1,0,72,1
76377,2,2,1,1,1,1,48,5,17,1,0,58,0
61192,4,16,1,1,0,2,38,1,8,1,0,81,0
40611,1,26,1,1,0,1,44,3,10,0,0,49,0
44100,1,7,2,1,1,1,42,5,11,1,0,54,1
66950,1,2,0,1,0,1,29,4,2,0,0,47,0
396,3,4,2,0,0,1,34,4,7,0,0,70,0
74313,1,30,2,1,0,1,39,4,8,0,0,47,0
21865,1,2,2,0,1,1,38,2,8,0,0,51,0
3116,4,33,1,1,0,1,47,3,16,0,0,80,0
3473,2,16,1,1,0,1,29,3,3,0,0,66,0
35975,1,2,1,0,1,1,36,2,7,0,0,50,0
35722,4,2,1,1,1,1,29,1,6,1,0,77,0
47118,7,2,2,1,0,1,34,3,7,0,0,55,0
62522,1,2,1,1,1,1,28,0,1,0,0,47,0
53497,4,26,1,1,0,2,27,3,1,0,0,77,0
77337,7,6,1,1,0,1,29,1,3,0,0,51,0
31700,3,17,2,0,0,1,36,3,4,0,0,81,1
22486,1,14,1,0,1,1,29,4,3,0,0,52,0
74603,5,22,1,1,1,2,28,0,1,1,0,89,0
2367,5,13,1,1,0,1,26,3,4,0,0,85,0
31495,3,2,0,0,0,3,22,0,1,0,0,66,0
61087,5,15,2,1,0,3,35,5,3,0,0,86,0
21568,4,2,1,0,2,1,49,5,6,0,0,80,0
12721,4,22,1,1,1,1,33,5,2,1,0,79,0
47809,1,2,1,1,2,1,30,0,1,1,0,50,0
63126,2,22,2,1,0,1,43,4,3,0,0,59,0
53147,1,4,1,1,0,1,44,4,12,0,0,50,0
8926,1,31,0,1,1,1,25,4,3,0,0,47,0
35744,1,28,0,1,0,1,25,4,3,1,0,64,1
49438,1,2,1,1,0,3,53,3,12,0,0,50,0
58990,2,26,2,1,0,1,36,3,9,0,0,62,0
8245,3,7,2,0,1,2,50,5,13,1,0,69,0
73359,1,11,1,1,1,1,31,4,4,1,0,48,0
33382,1,22,1,1,0,2,36,1,4,0,0,49,0
63931,1,22,1,1,1,1,24,1,2,0,0,48,0
71831,9,4,2,1,0,1,32,5,5,1,0,78,0
70222,1,2,1,0,1,1,51,1,13,0,0,51,0
34877,5,29,1,1,1,1,29,5,3,1,0,87,0
25881,6,4,1,1,1,1,29,0,1,1,0,55,0
24309,8,2,1,0,0,1,32,0,1,0,0,63,0
54981,2,15,1,0,0,2,42,5,5,1,0,61,1
63754,5,31,0,1,0,1,26,5,2,1,0,87,0
45323,3,21,1,1,1,3,43,5,2,0,0,70,0
51739,5,22,1,1,0,1,31,3,4,0,0,85,0
30028,3,2,1,0,0,1,46,1,5,0,0,68,0
47808,1,4,1,1,0,1,38,4,6,0,0,46,0
65957,1,7,1,1,1,2,33,4,7,0,0,51,0
70386,2,17,1,1,1,1,33,5,3,1,0,63,0
53048,5,31,0,1,0,1,27,0,1,0,0,91,0
27292,5,2,1,0,0,1,30,4,5,0,0,91,0
4733,4,16,1,0,0,2,28,3,3,0,0,82,0
12469,3,15,1,1,0,1,44,5,5,1,0,72,0
21782,2,14,1,1,0,2,37,3,3,0,0,61,0
31205,2,2,0,0,1,1,37,3,9,0,0,61,0
15463,4,2,1,0,1,1,50,3,23,1,0,80,0
43446,4,17,1,1,0,1,36,4,5,1,0,78,1
47275,1,18,1,1,0,1,28,3,2,0,0,47,0
33152,5,7,1,1,0,3,28,5,5,1,0,80,0
76654,6,22,1,0,0,1,28,5,5,1,0,57,0
35011,1,22,1,1,1,1,27,0,1,0,0,47,0
7977,8,2,1,1,1,1,30,0,1,0,0,63,0
66052,2,7,1,0,0,2,43,4,5,1,0,62,0
34124,4,13,1,1,0,1,49,3,16,0,0,78,0
77800,1,29,1,1,1,1,35,3,10,0,0,49,0
66596,1,25,0,1,0,1,26,0,1,0,0,51,0
62981,1,30,1,1,0,1,33,3,8,0,0,48,0
77405,2,7,2,1,1,1,35,5,9,1,0,65,0
22628,4,16,2,0,0,1,39,3,10,0,0,81,0
72780,4,7,2,1,0,1,34,4,3,1,0,81,0
24725,5,15,1,1,1,1,36,5,5,0,0,79,0
71493,4,2,1,1,1,2,44,5,7,1,0,78,0
47127,5,34,1,1,0,1,29,3,3,0,0,87,0
22514,1,13,2,1,1,1,47,5,11,1,0,50,0
33769,4,4,1,1,0,1,30,5,3,1,0,77,1
8865,1,4,1,1,0,1,40,3,4,0,0,52,0
47490,2,7,2,0,1,1,47,3,20,0,0,63,0
28656,1,31,1,1,1,2,27,4,4,0,0,48,0
42189,2,7,1,0,0,1,46,3,8,0,0,57,0
27247,1,2,1,1,1,1,55,5,5,1,0,53,0
59148,1,17,1,1,0,1,40,1,10,0,0,48,0
49815,1,7,0,1,0,1,40,3,4,0,0,52,0
14961,4,13,1,1,1,1,28,3,5,0,0,77,0
64194,3,2,1,0,0,1,40,5,11,1,0,73,0
8828,5,7,1,1,0,2,32,3,7,1,0,85,0
75820,1,10,2,1,0,1,53,3,14,1,0,51,0
64730,1,29,1,1,0,1,33,1,4,0,0,50,0
18409,5,28,1,1,1,3,28,0,1,1,0,78,0
60659,1,22,1,1,1,1,45,4,12,0,0,47,0
18637,2,13,1,0,0,2,30,3,5,1,0,53,0
29215,1,13,1,1,0,1,32,5,8,1,0,51,0
20766,5,7,1,1,1,2,32,3,6,0,0,84,0
26801,4,14,1,0,0,1,41,3,5,0,0,75,0
35433,3,2,1,0,0,1,46,4,16,1,0,74,0
36420,3,22,1,1,1,1,28,0,1,1,0,72,0
15756,5,2,1,1,1,1,39,4,9,0,0,81,0
45663,2,4,2,1,0,1,37,3,4,1,0,56,0
28674,3,15,2,1,0,1,37,3,7,0,0,70,0
58227,1,22,1,1,1,1,36,4,4,1,0,54,0
31260,4,13,2,1,0,1,53,4,17,0,0,81,0
72069,4,26,1,1,1,1,30,1,3,0,0,77,0
27470,8,34,1,1,0,1,27,3,3,0,0,63,0
6751,1,28,2,1,0,1,36,3,2,1,0,45,1
9055,2,2,1,0,0,1,47,3,17,0,0,55,0
63769,2,23,2,0,0,1,41,5,13,1,0,62,0
64022,2,22,0,1,0,1,25,3,3,0,0,55,0
25561,4,14,2,0,1,1,34,3,8,0,0,78,0
5153,5,29,1,1,1,1,33,1,2,0,0,87,0
72086,5,31,1,1,0,4,37,3,12,1,0,83,0
54208,1,15,0,1,0,1,36,4,4,0,0,51,0
47102,2,29,1,1,0,1,40,4,5,1,0,54,0
38355,2,7,1,1,0,1,46,4,5,0,0,62,0
73959,7,2,0,0,1,1,20,0,1,0,0,47,0
66032,5,2,1,1,0,2,37,3,3,0,0,82,0
63455,6,15,2,1,0,1,35,3,4,0,0,63,0
36293,4,26,2,1,1,1,39,5,5,0,0,77,0
44592,9,2,1,1,1,1,35,3,7,0,0,86,0
77608,2,1,1,0,1,1,36,5,8,1,0,53,0
46849,1,3,1,1,0,1,32,5,5,1,0,47,1
